director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes
Malcolm D. Lee,123,92,849,Sanaa Lathan,1000,Comedy|Drama,Harold Perrineau,The Best Man Holiday ,5306,Eddie Cibrian,English,USA,R,17000000,886
Kevin Greutert,90,52,298,Gina Holden,723,Horror|Mystery,Costas Mandylor,Saw 3D: The Final Chapter ,1978,Betsy Russell,English,Canada,R,20000000,346
Michael Lehmann,96,36,486,Vinessa Shaw,1000,Comedy|Romance,Emmanuelle Vaugier,40 Days and 40 Nights ,3294,Paulo Costanzo,English,USA,R,17000000,580
Alexandre Aja,108,192,580,Greg Nicotero,1000,Horror,Dan Byrd,The Hills Have Eyes ,4500,Vinessa Shaw,English,USA,R,15000000,1000
Sam Weisman,98,39,428,Jenna Boyd,593,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star ,2713,Mary McCormack,English,USA,PG-13,17000000,517
Niki Caro,129,51,89,Valente Rodriguez,427,Biography|Drama|Sport,Morgan Saylor,"McFarland, USA ",952,Diana Maria Riva,English,USA,PG,17000000,234
Michael Tollin,108,19,505,Brian Dennehy,973,Comedy|Drama|Romance|Sport,Marc Blucas,Summer Catch ,3344,Bruce Davison,English,USA,PG-13,34000000,954
Sam Raimi,121,0,244,Bridget Fonda,989,Crime|Drama|Thriller,Gary Cole,A Simple Plan ,2365,Chelcie Ross,English,UK,R,17000000,888
Robert Harmon,89,11,973,Ethan Embry,1000,Horror|Mystery|Thriller,Alexander Gould,They ,4060,Marc Blucas,English,USA,PG-13,17000000,982
Trent Cooper,89,0,323,Larry the Cable Guy,690,Comedy|Romance,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,2135,Megyn Price,English,USA,PG-13,4000000,400
Gary Halvorson,73,11,142,Kevin Clash,1000,Adventure|Comedy|Family|Fantasy|Musical,Vanessa Williams,The Adventures of Elmo in Grouchland ,2020,Caroll Spinney,English,USA,G,17000000,436
Nicholas Ray,154,117,86,David Niven,715,Action|Adventure|Drama|History|War,Ava Gardner,55 Days at Peking ,1567,John Ireland,English,USA,Unrated,9000000,490
Fede Alvarez,96,201,58,Elizabeth Blackmore,394,Horror,Lou Taylor Pucci,Evil Dead ,673,Ellen Sandweiss,English,USA,R,17000000,150
Donald Petrie,98,80,399,Harland Williams,567,Comedy|Romance,Nia Vardalos,My Life in Ruins ,2016,Rachel Dratch,English,USA,PG-13,17000000,503
Sidney J. Furie,134,22,488,Margot Kidder,1000,Action|Adventure|Family|Sci-Fi,Jim Broadbent,Superman IV: The Quest for Peace ,3007,William Hootkins,English,UK,PG,17000000,593
Jim Goddard,97,3,161,Paul Freeman,400,Adventure|Crime|Drama|Romance,Victor Wong,Shanghai Surprise ,805,Clyde Kusatsu,English,UK,PG-13,17000000,193
Noel Marshall,102,4,60,Melanie Griffith,634,Adventure|Horror|Thriller,Tippi Hedren,Roar ,1262,Zakes Mokae,English,USA,PG,17000000,537
Richard Kelly,160,219,215,Curtis Armstrong,1000,Comedy|Mystery|Sci-Fi|Thriller,Janeane Garofalo,Southland Tales ,2340,Chris Andrew Ciulla,English,France,R,17000000,876
Guillaume Ivernel,80,0,168,Jess Harnell,677,Adventure|Animation|Family|Fantasy,Rob Paulsen,Dragon Hunters ,1364,Mary Mouser,French,France,PG,11000000,262
Jack Smight,91,22,255,Jan-Michael Vincent,669,Sci-Fi,George Peppard,Damnation Alley ,1769,Paul Winfield,English,USA,PG,17000000,642
Todd Lincoln,83,57,62,Rick Gomez,465,Horror|Thriller,Julianna Guill,The Apparition ,730,Tim Williams,English,USA,PG-13,17000000,152
Oliver Stone,126,0,168,Tamara Tunie,826,Crime|Drama,Hal Holbrook,Wall Street ,1607,James Karen,English,USA,R,15000000,508
Joe Nussbaum,108,18,433,Matt Long,714,Comedy|Romance,Danny Strong,Sydney White ,2785,Samm Levine,English,USA,PG-13,16500000,701
Vadim Perelman,126,26,385,Kim Dickens,638,Drama,Frances Fisher,House of Sand and Fog ,2282,Ron Eldard,English,USA,R,15000000,624
Peter Farrelly,113,137,481,Mike Starr,879,Comedy,Lauren Holly,Dumb & Dumber ,2985,Teri Garr,English,USA,PG-13,16000000,854
Rob Reiner,89,0,62,Gretchen Palmer,227,Comedy|Drama|Romance,Bruno Kirby,When Harry Met Sally... ,485,Harley Jane Kozak,English,USA,R,16000000,73
Sidney Lumet,129,0,359,James Mason,844,Drama,Charlotte Rampling,The Verdict ,2330,Jack Warden,English,USA,R,16000000,617
Todd Phillips,94,480,486,Rachel Blanchard,1000,Comedy,Ethan Suplee,Road Trip ,3889,Paulo Costanzo,English,USA,R,15600000,490
Michel Hazanavicius,100,405,628,Ed Lauter,996,Comedy|Drama|Romance,Bérénice Bejo,The Artist ,4606,Beth Grant,English,France,PG-13,15000000,897
Cyrus Nowrasteh,111,19,107,Vincent Walsh,241,Drama,Clive Russell,The Young Messiah ,824,Finn Ireland,English,USA,PG-13,18500000,118
Perry Andelin Blake,80,11,499,Kenan Thompson,911,Comedy|Family,Jennifer Esposito,The Master of Disguise ,3058,James Brolin,English,USA,PG,16000000,521
Guillermo del Toro,112,0,250,Maribel Verdú,634,Drama|Fantasy|War,Ivana Baquero,Pan's Labyrinth ,1322,Sergi López,Spanish,Spain,R,13500000,269
John Whitesell,94,14,635,Angus T. Jones,1000,Action|Comedy|Crime|Family,Leslie Bibb,See Spot Run ,4194,Paul Sorvino,English,USA,PG,35000000,1000
John Singleton,130,309,522,Snoop Dogg,939,Crime|Drama|Romance|Thriller,Mo'Nique,Baby Boy ,3107,Angell Conwell,English,USA,R,16000000,881
Dennie Gordon,91,29,459,Erik Per Sullivan,861,Adventure|Comedy|Drama,Brittany Daniel,Joe Dirt ,2543,Fred Ward,English,USA,PG-13,17700000,593
Sheldon Lettich,110,23,51,Alonna Shaw,633,Action|Crime,Bolo Yeung,Double Impact ,874,Kamel Krifa,English,USA,R,15000000,67
Diane English,114,15,650,Debi Mazar,851,Comedy|Drama,Jada Pinkett Smith,The Women ,3485,Debra Messing,English,USA,PG-13,16500000,680
Peter Kosminsky,109,7,450,Cole Hauser,835,Drama,Patrick Fugit,White Oleander ,2572,Marc Donato,English,USA,PG-13,16000000,787
Clare Kilner,101,6,258,Alexandra Holden,812,Comedy|Drama|Romance,Dylan Baker,How to Deal ,1882,Trent Ford,English,USA,PG-13,16000000,326
Josef Rusnak,100,9,363,Craig Bierko,599,Mystery|Sci-Fi|Thriller,Gretchen Mol,The Thirteenth Floor ,2389,Brad William Henke,English,Germany,R,16000000,380
Ronald Neame,108,38,316,Karl Malden,940,Action|Drama|Sci-Fi|Thriller,Martin Landau,Meteor ,1945,Brian Keith,English,USA,PG,16000000,416
Bruce Paltrow,112,28,215,Marian Seldes,555,Comedy|Drama|Music,Lochlyn Munro,Duets ,1227,Huey Lewis,English,USA,R,15000000,403
Adam Rifkin,95,89,322,Lin Shaye,1000,Comedy|Music,Natasha Lyonne,Detroit Rock City ,2518,Shannon Tweed,English,USA,R,15000000,852
Russell Mulcahy,110,85,186,Jon Polito,1000,Action|Adventure|Fantasy,Christopher Lambert,Highlander ,1852,Celia Imrie,English,UK,R,16000000,309
Susanne Bier,118,369,295,Omar Benson Miller,1000,Drama,Alison Lohman,Things We Lost in the Fire ,1889,Robin Weigert,English,USA,R,16000000,418
Kenneth Johnson,97,34,465,Annabeth Gish,503,Action|Crime|Sci-Fi,Charles Napier,Steel ,3100,Hill Harper,English,USA,PG-13,16000000,489
James Ivory,135,133,258,Natasha Richardson,898,Drama|History|Romance|War,Vanessa Redgrave,The White Countess ,2096,Lynn Redgrave,English,UK,PG-13,16000000,708
Jessy Terrero,92,29,618,Snoop Dogg,939,Comedy,Mo'Nique,Soul Plane ,3935,Tom Arnold,English,USA,R,16000000,881
Dany Boon,106,172,27,Kad Merad,172,Comedy|Romance,Dany Boon,Welcome to the Sticks ,329,Michel Galabru,French,France,,11000000,55
Amy Heckerling,92,143,613,Justin Kirk,1000,Comedy|Horror|Romance,Taylor Negron,Vamps ,3086,Ivan Sergei,English,USA,PG-13,16000000,945
Tommy Lee Jones,122,0,567,Tim Blake Nelson,883,Drama|Western,Barry Corbin,The Homesman ,2896,Miranda Otto,English,USA,R,16000000,596
Jesse Vaughan,91,10,574,Jenifer Lewis,890,Comedy|Drama|Romance|Sport,Vivica A. Fox,Juwanna Mann ,3104,Kevin Pollak,English,USA,PG-13,15600000,578
,45,,15,Trond Fausa,422,Comedy|Crime|Drama,Steven Van Zandt,Lilyhammer             ,537,Tommy Karlsen,English,Norway,TV-MA,34000000,57
Wayne Beach,93,7,922,LL Cool J,1000,Drama|Mystery|Thriller,Mekhi Phifer,Slow Burn ,4329,Fisher Stevens,English,USA,R,15500000,1000
Gérard Krawczyk,94,7,17,Ryôko Hirosue,235,Action|Comedy|Crime|Drama|Thriller,Carole Bouquet,Wasabi ,303,Michel Muller,French,France,R,15300000,46
Martin Brest,105,102,383,Ronny Cox,901,Action|Comedy|Crime,Judge Reinhold,Beverly Hills Cop ,3464,James Russo,English,USA,R,14000000,605
Ang Lee,120,0,5,Pei-Pei Cheng,103,Action|Drama|Romance,Chen Chang,"Crouching Tiger, Hidden Dragon ",129,Sihung Lung,Mandarin,Taiwan,PG-13,15000000,21
Ivan Reitman,107,425,247,Tony Jay,742,Comedy|Crime,Kelly Preston,Twins ,2151,Hugh O'Brian,English,USA,PG,15000000,384
Howard Zieff,109,6,271,Albert Brooks,1000,Comedy|War,Eileen Brennan,Private Benjamin ,2419,Alan Oppenheimer,English,USA,R,10000000,745
Andrés Muschietti,100,127,250,Megan Charpentier,1000,Fantasy|Horror,Javier Botet,Mama ,1949,Isabelle Nélisse,English,Canada,PG-13,20000000,340
Jeff Tremaine,102,79,27,Georgina Cates,925,Comedy,Jackson Nicoll,Bad Grandpa ,1018,Grasie Mercedes,English,USA,R,15000000,38
Stephen Frears,94,350,39,Sylvia Syms,326,Biography|Drama,Roger Allam,The Queen ,486,Alex Jennings,English,UK,PG-13,9800000,48
Simon West,87,165,383,Tessa Thompson,1000,Horror|Thriller,Madeline Carroll,When a Stranger Calls ,2452,Brian Geraghty,English,USA,PG-13,15000000,431
Shawn Levy,88,189,799,Donald Faison,934,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar ,3707,Lee Majors,English,USA,PG,15000000,927
Jim Fall,94,13,566,Adam Lamberg,925,Adventure|Comedy|Family|Music|Romance,Clayton Snyder,The Lizzie McGuire Movie ,3423,Alex Borstein,English,USA,PG,17000000,738
John Whitesell,86,14,685,Regina Hall,833,Comedy|Crime,Greg Grunberg,Malibu's Most Wanted ,4435,Blair Underwood,English,USA,PG-13,16000000,807
Rob Zombie,119,0,593,Tyler Mane,908,Horror,Scout Taylor-Compton,Halloween II ,3226,Margot Kidder,English,USA,R,15000000,764
Dennis Iliadis,114,29,616,Monica Potter,956,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left ,3861,Martha MacIsaac,English,USA,R,15000000,878
Clare Kilner,90,6,458,Debra Messing,1000,Comedy|Romance,Jack Davenport,The Wedding Date ,2666,Holland Taylor,English,USA,PG-13,15000000,650
Sara Sugarman,89,10,231,Carol Kane,811,Comedy|Family|Music|Romance,Adam Garcia,Confessions of a Teenage Drama Queen ,2167,Glenne Headly,English,Germany,PG,15000000,636
Nicholas Hytner,111,13,106,Tim Daly,818,Comedy|Drama|Romance,Liam Aiken,The Object of My Affection ,1450,Kali Rocha,English,USA,R,15000000,511
Thomas Carter,115,49,100,Matthew Daddario,116,Drama|Family|Sport,Jessie T. Usher,When the Game Stands Tall ,525,Ser'Darius Blain,English,USA,PG,15000000,110
Wayne Wang,106,61,649,Luke Benward,907,Comedy|Drama|Family,Cicely Tyson,Because of Winn-Dixie ,3462,Eva Marie Saint,English,USA,PG,14000000,807
Gina Prince-Bythewood,124,107,865,Sanaa Lathan,1000,Drama|Romance|Sport,Alfre Woodard,Love & Basketball ,5135,Omar Epps,English,USA,PG-13,15000000,886
George Armitage,107,5,141,Michael Cudlitz,893,Action|Comedy|Crime|Romance|Thriller,Minnie Driver,Grosse Pointe Blank ,2044,Mitchell Ryan,English,USA,R,15000000,822
Joe Berlinger,90,31,162,Erica Leerhsen,193,Adventure|Fantasy|Horror|Mystery|Thriller,Kim Director,Book of Shadows: Blair Witch 2 ,608,Kurt Loder,English,USA,R,15000000,184
Andrew Fleming,101,26,266,Rachel True,838,Drama|Fantasy|Horror|Thriller,Christine Taylor,The Craft ,1812,Brenda Strong,English,USA,R,15000000,328
Elizabeth Allen Rosenbaum,103,20,125,Hutch Dano,512,Adventure|Comedy|Family|Fantasy,Sierra McCormick,Ramona and Beezus ,1002,Jason Spevack,English,USA,G,15000000,316
Robert Harmon,94,11,232,Rosanna Arquette,1000,Action|Crime|Drama|Romance|Thriller,Kieran Culkin,Nowhere to Run ,2210,Joss Ackland,English,USA,R,15000000,605
Michael Mayer,95,15,461,Danny Pino,1000,Adventure|Drama|Family,Alison Lohman,Flicka ,3845,Tim McGraw,English,USA,PG,15000000,786
Martin Weisz,89,7,399,Daniella Alonso,919,Horror,Jeff Kober,The Hills Have Eyes II ,2559,Jacob Vargas,English,USA,R,15000000,557
John Ottman,97,83,579,Joey Lawrence,912,Horror|Mystery|Thriller,Loretta Devine,Urban Legends: Final Cut ,2682,Jacinda Barrett,English,USA,R,14000000,786
Jay Russell,90,13,613,Sissy Spacek,882,Drama|Family|Fantasy|Romance,William Hurt,Tuck Everlasting ,2661,Jonathan Jackson,English,USA,PG,15000000,874
John Bonito,92,8,129,Firass Dirani,472,Action|Drama|Thriller,Kelly Carlson,The Marine ,1045,Drew Powell,English,USA,PG-13,20000000,239
Peter Atencio,100,10,415,Will Forte,826,Action|Comedy,Nia Long,Keanu ,2958,Keegan-Michael Key,English,USA,R,15000000,622
David Nutter,84,119,918,Ethan Embry,989,Horror|Mystery|Sci-Fi|Thriller,Bruce Greenwood,Disturbing Behavior ,4660,Katharine Isabelle,English,Australia,R,15000000,982
Roger Donaldson,108,79,537,Akie Kotabe,775,Action|Crime|Thriller,Luke Bracey,The November Man ,3033,Will Patton,English,USA,R,15000000,614
Stephan Elliott,109,11,159,Patrick Bergin,471,Drama|Mystery|Thriller,Jason Priestley,Eye of the Beholder ,1069,Geneviève Bujold,English,Canada,R,15000000,308
Mark L. Lester,114,73,563,George C. Scott,695,Action|Horror|Sci-Fi|Thriller,Heather Locklear,Firestarter ,3444,David Keith,English,USA,R,15000000,654
Tom Green,87,374,484,Harland Williams,826,Comedy,Rip Torn,Freddy Got Fingered ,2689,Eddie Kaye Thomas,English,USA,R,15000000,503
Mike Nawrocki,85,12,23,Cam Clarke,354,Adventure|Animation|Comedy|Family,Yuri Lowenthal,The Pirates Who Don't Do Anything: A VeggieTales Movie ,568,Phil Vischer,English,USA,G,15000000,173
Douglas Aarniokoski,101,36,377,Adrian Paul,1000,Action|Adventure|Fantasy|Sci-Fi,Christopher Lambert,Highlander: Endgame ,2764,Adam Copeland,English,USA,R,15000000,786
Bryan Barber,121,16,526,Faizon Love,907,Crime|Drama|Musical|Romance,Cicely Tyson,Idlewild ,3633,Bobb'e J. Thompson,English,USA,R,15000000,585
Drew Barrymore,111,0,727,Jimmy Fallon,796,Drama|Sport,Daniel Stern,Whip It ,2633,Alia Shawkat,English,USA,PG-13,15000000,787
James Foley,97,164,308,Brian Van Holt,436,Crime|Thriller,Louis Lombardi,Confidence ,1172,Leland Orser,English,USA,R,15000000,324
Irwin Winkler,125,34,65,Keith Allen,427,Biography|Drama|Music|Musical,Kevin McNally,De-Lovely ,729,Sandra Nelson,English,USA,PG-13,20000000,66
Steve Gomer,76,9,47,Kyla Pratt,595,Adventure|Family,Trevor Morgan,Barney's Great Adventure ,1139,Shirley Douglas,English,Canada,G,15000000,417
Dean Parisot,91,23,629,Jake Busey,925,Comedy|Drama|Romance,Catherine O'Hara,Home Fries ,2913,Shelley Duvall,English,USA,PG-13,15000000,660
Mark Piznarski,96,4,670,Chris Klein,989,Drama|Romance,Bruce Greenwood,Here on Earth ,3142,Elaine Hendrix,English,USA,PG-13,15000000,841
Sean McNamara,103,80,782,Rebecca De Mornay,1000,Family|Music|Romance,Oliver James,Raise Your Voice ,4676,Jason Ritter,English,USA,PG,15000000,872
Ron Shelton,118,41,274,Dash Mihok,556,Crime|Drama|Romance|Thriller,Khandi Alexander,Dark Blue ,1873,Michael Michele,English,USA,R,15000000,463
Mort Nathan,97,2,461,Lin Shaye,890,Comedy,Vivica A. Fox,Boat Trip ,3161,Bob Gunton,English,USA,R,20000000,852
Martin McDonagh,107,454,39,Anna Madeley,65,Comedy|Crime|Drama,Elizabeth Berrington,In Bruges ,173,Eric Godon,English,UK,R,15000000,49
Tina Gordon Chism,95,24,426,S. Epatha Merkerson,931,Comedy|Romance,Tyler James Williams,Peeples ,3322,Diahann Carroll,English,USA,PG-13,15000000,539
Mary Lambert,105,52,275,Susan Ward,477,Drama|Mystery|Thriller,Matthew Settle,The In Crowd ,2312,A.J. Buckley,English,USA,PG-13,15000000,397
Tommy Lee Jones,107,0,289,Dwight Yoakam,572,Adventure|Crime|Drama|Mystery|Western,Levon Helm,Three Burials ,1627,Guillermo Arriaga,English,France,R,15000000,324
Rodman Flender,92,6,577,Fred Willard,890,Comedy|Fantasy|Horror|Thriller,Vivica A. Fox,Idle Hands ,3654,Elden Henson,English,USA,R,20000000,729
Brad Anderson,111,122,25,Eduardo Noriega,918,Crime|Drama|Mystery|Thriller,Thomas Kretschmann,Transsiberian ,1252,Mac McDonald,English,Spain,R,15000000,278
Michael Chapman,98,70,90,Pamela Reed,876,Adventure|Drama|Fantasy,Curtis Armstrong,The Clan of the Cave Bear ,1351,Mike Muscat,English,USA,R,15000000,324
Antonio Banderas,111,0,617,Elizabeth Perkins,783,Comedy|Crime|Drama,Meat Loaf,Crazy in Alabama ,4834,Noah Emmerich,English,USA,PG-13,15000000,664
Pierre Morel,84,180,58,Cyril Raffaelli,510,Action|Crime|Thriller,David Belle,District B13 ,962,Dany Verissimo-Petit,French,France,R,12000000,297
Hsiao-Hsien Hou,105,141,56,Chen Chang,1000,Action|Drama,Qi Shu,The Assassin ,1172,Satoshi Tsumabuki,Mandarin,Taiwan,Not Rated,15000000,103
Gregor Jordan,98,34,730,Scott Glenn,936,Comedy|Crime|Drama|Thriller|War,Dean Stockwell,Buffalo Soldiers ,3578,Leon,English,UK,R,15000000,826
Russell Mulcahy,88,85,40,Gina Bellman,825,Action|Drama|Thriller,Christopher Heyerdahl,Silent Trigger ,1432,Conrad Dunn,English,Canada,R,9000000,476
Darrell Roodt,104,36,2,Wendy Crewson,549,Biography|Drama|History,Jennifer Hudson,Winnie Mandela ,801,Aubrey Poo,English,South Africa,R,15000000,248
Stefan Ruzowitzky,105,24,125,Udo Kier,776,Action|Comedy|Drama|War,Eddie Izzard,All the Queen's Men ,1732,Edward Fox,English,Germany,PG-13,25000000,595
Jake Paltrow,93,17,66,Gael Le Cornec,1000,Comedy|Drama|Fantasy|Music|Romance,Stephen Graham,The Good Night ,1245,Keith Allen,English,USA,R,15000000,165
Gabe Ibáñez,109,19,537,Robert Forster,1000,Action|Sci-Fi|Thriller,Birgitte Hjort Sørensen,Automata ,2829,Melanie Griffith,English,Bulgaria,R,7000000,889
Gerry Lively,105,93,51,Lucy Gaskell,179,Action|Adventure|Fantasy,Bruce Payne,Dungeons & Dragons: Wrath of the Dragon God ,363,Steven Elder,English,Germany,Not Rated,15000000,55
Daniele Luchetti,98,6,50,Rodrigo De la Serna,61,Biography,Maximilian Dirr,Chiamatemi Francesco - Il Papa della gente ,192,Ferdinando Vetere,Spanish,Italy,,15000000,57
Tung-Shing Yee,119,3,19,Daniel Wu,556,Action|Crime|Drama|Thriller,Bingbing Fan,Shinjuku Incident ,996,Yasuaki Kurata,Mandarin,Hong Kong,R,15000000,353
Julien Temple,124,67,303,Dexter Fletcher,631,Biography|Drama,Samantha Morton,Pandaemonium ,1585,Linus Roache,English,UK,PG-13,15000000,452
Gilles Paquet-Brenner,111,15,121,Aidan Quinn,1000,Drama|War,Kristin Scott Thomas,Sarah's Key ,2140,Arben Bajraktaraj,French,France,PG-13,10000000,767
Peter Cousens,94,5,124,David Rasche,467,Drama|Family|Music,Sharon Leal,Freedom ,994,Bart Shatto,English,USA,R,14500000,220
Danny Boyle,120,0,40,Saurabh Shukla,668,Drama|Romance,Anil Kapoor,Slumdog Millionaire ,820,Ayush Mahesh Khedekar,English,UK,R,15000000,56
Adrian Lyne,119,213,249,Lois Smith,886,Drama|Romance|Thriller,Fred Gwynne,Fatal Attraction ,1639,Anne Archer,English,USA,R,14000000,276
John Cornell,108,5,57,Linda Kozlowski,442,Action|Adventure|Comedy,Paul Hogan,Crocodile Dundee II ,717,John Meillon,English,Australia,PG,15800000,162
Vidhu Vinod Chopra,101,34,277,Chris Marquette,892,Action|Crime|Drama|Mystery|Thriller,María Valverde,Broken Horses ,2055,Chad Bishop,English,USA,R,15000000,355
Jon Turteltaub,98,226,496,Leon,953,Adventure|Comedy|Family|Sport,Doug E. Doug,Cool Runnings ,2496,Malik Yoba,English,USA,PG,15000000,730
Ole Bornedal,92,30,309,Madison Davenport,941,Horror|Thriller,Kyra Sedgwick,The Possession ,2348,Natasha Calis,English,USA,PG-13,14000000,459
Sylvain White,109,41,748,Laz Alonso,997,Drama|Music|Romance,Chris Brown,Stomp the Yard ,3544,Harry Lennix,English,USA,PG-13,14000000,826
Lewis Gilbert,123,43,238,Desmond Llewelyn,456,Action|Adventure|Sci-Fi|Thriller,Caroline Munro,The Spy Who Loved Me ,1326,Barbara Bach,English,UK,PG,14000000,244
Jamie Blanks,99,9,648,Loretta Devine,975,Horror|Mystery|Thriller,Alicia Witt,Urban Legend ,3500,Julian Richings,English,USA,R,14000000,912
Randal Kleiser,107,116,25,Klaus Maria Brandauer,327,Adventure|Drama,Seymour Cassel,White Fang ,552,Susan Hogan,English,USA,PG,14000000,172
Mike Nawrocki,82,12,8,Mike Nawrocki,23,Adventure|Animation|Comedy|Drama|Family|Musical,Phil Vischer,Jonah: A VeggieTales Movie ,49,Shelby Vischer,English,USA,G,14000000,12
John Singleton,109,309,279,Khandi Alexander,592,Drama|Romance,Janet Jackson,Poetic Justice ,1620,Maya Angelou,English,USA,R,14000000,556
Kevin Bray,95,10,111,Roger Guenveur Smith,706,Action|Comedy|Crime|Thriller,Mike Epps,All About the Benjamins ,1421,Gino Salvano,English,USA,R,14000000,266
Wes Craven,100,0,364,W. Earl Brown,723,Comedy|Fantasy|Horror|Romance,John Witherspoon,Vampire in Brooklyn ,2348,Allen Payne,English,USA,R,20000000,422
John Boorman,118,128,467,Richard Burton,931,Horror,Linda Blair,Exorcist II: The Heretic ,2704,Ned Beatty,English,USA,R,14000000,726
Courtney Solomon,91,31,50,James D'Arcy,874,Horror|Mystery|Thriller,Sissy Spacek,An American Haunting ,1608,Vernon Dobtcheff,English,UK,PG-13,14000000,613
David Zucker,90,119,636,Tyler Labine,869,Comedy|Romance,Carmen Electra,My Boss's Daughter ,3007,Molly Shannon,English,USA,PG-13,14000000,779
Rick Famuyiwa,103,44,625,Lance Gross,953,Comedy|Romance,America Ferrera,Our Family Wedding ,3299,Lupe Ontiveros,English,USA,PG-13,14000000,849
Franco Zeffirelli,117,160,55,Joan Plowright,718,Comedy|Drama|War,Lily Tomlin,Tea with Mussolini ,1148,Paolo Seganti,English,Italy,PG,12000000,330
Tom Holland,93,85,514,Bethany Joy Lenz,1000,Fantasy|Horror,Joe Mantegna,Thinner ,2777,Kari Wuhrer,English,USA,R,8500000,855
